NEIS1635,species,label
938,#FF9300,N.lactamica
1279,#FF9300,N.lactamica
1127,#0432FF,N.meningitidis
1265,#FF9300,N.lactamica
89,#00FA00,Multiple
780,#FF9300,N.lactamica
140,#0432FF,N.meningitidis
981,#FF9300,N.lactamica
1280,#FF9300,N.lactamica
1271,#FF9300,N.lactamica
906,#FF9300,N.lactamica
829,#FF9300,N.lactamica
749,#FF9300,N.lactamica
625,#FF9300,N.lactamica
1576,#FF9300,N.lactamica
825,#FF9300,N.lactamica
834,#FF9300,N.lactamica
1886,#FF9300,N.lactamica
916,#FF9300,N.lactamica
1334,#FF9300,N.lactamica
1292,#00FA00,Multiple
433,#00FDFF,N.polysaccharea
431,#00FDFF,N.polysaccharea
1564,#00FDFF,N.polysaccharea
1212,#FF9300,N.lactamica
1392,#0432FF,N.meningitidis
1246,#00FA00,Multiple
1200,#FF9300,N.lactamica
1204,#FF9300,N.lactamica
1371,#FF9300,N.lactamica
180,#00FA00,Multiple
1238,#0432FF,N.meningitidis
1270,#FF9300,N.lactamica
1507,#FF9300,N.lactamica
1120,#FFFC00,N.bergeri
119,#FF9300,N.lactamica
1475,#FF9300,N.lactamica
1214,#0432FF,N.meningitidis
1887,#FF9300,N.lactamica
1463,#FF9300,N.lactamica
1357,#0432FF,N.meningitidis
1302,#0432FF,N.meningitidis
1374,#FF9300,N.lactamica
485,#FF9300,N.lactamica
1470,#FF9300,N.lactamica
1300,#FF9300,N.lactamica
827,#FF9300,N.lactamica
589,#FF9300,N.lactamica
1449,#FF9300,N.lactamica
1139,#0432FF,N.meningitidis
1879,#FF9300,N.lactamica
982,#0432FF,N.meningitidis
762,#00FA00,Multiple
939,#FF9300,N.lactamica
1301,#FF9300,N.lactamica
1297,#FF9300,N.lactamica
1474,#FF9300,N.lactamica
628,#FF9300,N.lactamica
2214,#FF9300,N.lactamica
1456,#FF9300,N.lactamica
1446,#FF9300,N.lactamica
1174,#FF9300,N.lactamica
1477,#FF9300,N.lactamica
1454,#FF9300,N.lactamica
826,#FF9300,N.lactamica
1305,#FF9300,N.lactamica
487,#00FDFF,N.polysaccharea
443,#FF9300,N.lactamica
722,#FF9300,N.lactamica
1164,#FF9300,N.lactamica
771,#FF9300,N.lactamica
1168,#FF9300,N.lactamica
434,#FF9300,N.lactamica
958,#FF9300,N.lactamica
1253,#00FA00,Multiple
843,#FF9300,N.lactamica
1299,#FF9300,N.lactamica
565,#FF40FF,N.cinerea
836,#FF9300,N.lactamica
429,#00FA00,Multiple
1578,#FF9300,N.lactamica
1549,#FF9300,N.lactamica
1890,#FF9300,N.lactamica
1149,#00FA00,Multiple
1155,#FF9300,N.lactamica
2570,#0432FF,N.meningitidis
1426,#0432FF,N.meningitidis
2175,#0432FF,N.meningitidis
1192,#0432FF,N.meningitidis
2041,#0432FF,N.meningitidis
1585,#0432FF,N.meningitidis
1405,#0432FF,N.meningitidis
2426,#0432FF,N.meningitidis
1395,#0432FF,N.meningitidis
2583,#0432FF,N.meningitidis
1367,#0432FF,N.meningitidis
1432,#00FDFF,N.polysaccharea
500,#FF40FF,N.cinerea
302,#0432FF,N.meningitidis
954,#00FDFF,N.polysaccharea
567,#FF40FF,N.cinerea
79,#FF40FF,N.cinerea
489,#FF40FF,N.cinerea
822,#FF9300,N.lactamica
1554,#FF9300,N.lactamica
232,#FF9300,N.lactamica
1376,#FF40FF,N.cinerea
2315,#00FDFF,N.polysaccharea
234,#FF40FF,N.cinerea
488,#FF40FF,N.cinerea
1290,#FF40FF,N.cinerea
127,#FF40FF,N.cinerea
1530,#FF40FF,N.cinerea
1375,#FF40FF,N.cinerea
622,#FF40FF,N.cinerea
1291,#FF40FF,N.cinerea
1195,#FF2600,N.gonorrhoeae
91,#FF40FF,N.cinerea
2856,#00FDFF,N.polysaccharea
126,#FF40FF,N.cinerea
40,#FF40FF,N.cinerea
1535,#FF40FF,N.cinerea
38,#FF9300,N.lactamica
506,#FF40FF,N.cinerea
879,#FF40FF,N.cinerea
1516,#FF40FF,N.cinerea
892,#FF40FF,N.cinerea
1482,#00FDFF,N.polysaccharea
1517,#AABD99,N.oralis
1332,#AABD99,N.oralis
1525,#AABD99,N.oralis
1543,#AABD99,N.oralis
84,#AABD99,N.oralis
1510,#AABD99,N.oralis
1513,#AABD99,N.oralis
103,#AABD99,N.oralis
158,#AABD99,N.oralis
1532,#AABD99,N.oralis
101,#AABD99,N.oralis
563,#AABD99,N.oralis
1528,#AABD99,N.oralis
102,#C15747,N.mucosa
1556,#C15747,N.mucosa
235,#C15747,N.mucosa
484,#C15747,N.mucosa
14,#C15747,N.mucosa
236,#C15747,N.mucosa
1486,#C15747,N.mucosa
1523,#C15747,N.mucosa
1489,#C15747,N.mucosa
95,#C15747,N.mucosa
817,#C15747,N.mucosa
1495,#C15747,N.mucosa
456,#C15747,N.mucosa
870,#C15747,N.mucosa
1539,#C15747,N.mucosa
176,#C15747,N.mucosa
1519,#C15747,N.mucosa
1493,#C15747,N.mucosa
3,#C15747,N.mucosa
1500,#C15747,N.mucosa
128,#C15747,N.mucosa
486,#C15747,N.mucosa
855,#C15747,N.mucosa
39,#C15747,N.mucosa
85,#C15747,N.mucosa
1330,#C15747,N.mucosa
1522,#C15747,N.mucosa
90,#C15747,N.mucosa
82,#C15747,N.mucosa
1531,#C15747,N.mucosa
86,#C15747,N.mucosa
1496,#C15747,N.mucosa
1400,#C15747,N.mucosa
81,#C15747,N.mucosa
617,#B2B6B6,N.subflava
2201,#B2B6B6,N.subflava
1487,#B2B6B6,N.subflava
1455,#B2B6B6,N.subflava
1885,#B2B6B6,N.subflava
1897,#B2B6B6,N.subflava
99,#B2B6B6,N.subflava
1491,#B2B6B6,N.subflava
1840,#B2B6B6,N.subflava
2213,#B2B6B6,N.subflava
778,#B2B6B6,N.subflava
2321,#B2B6B6,N.subflava
2305,#B2B6B6,N.subflava
2189,#B2B6B6,N.subflava
1508,#B2B6B6,N.subflava
105,#B2B6B6,N.subflava
507,#B2B6B6,N.subflava
2233,#B2B6B6,N.subflava
1558,#B2B6B6,N.subflava
1555,#B2B6B6,N.subflava
1527,#B2B6B6,N.subflava
1492,#B2B6B6,N.subflava
1514,#B2B6B6,N.subflava
2204,#B2B6B6,N.subflava
96,#B2B6B6,N.subflava
897,#B2B6B6,N.subflava
93,#B2B6B6,N.subflava
1542,#B2B6B6,N.subflava
800,#B2B6B6,N.subflava
2843,#B2B6B6,N.subflava
779,#B2B6B6,N.subflava
961,#B2B6B6,N.subflava
159,#B2B6B6,N.subflava
87,#B2B6B6,N.subflava
1538,#B2B6B6,N.subflava
1899,#B2B6B6,N.subflava
62,#B2B6B6,N.subflava
2317,#B2B6B6,N.subflava
931,#B2B6B6,N.subflava
1888,#B2B6B6,N.subflava
2307,#B2B6B6,N.subflava
2309,#B2B6B6,N.subflava
1498,#B2B6B6,N.subflava
1188,#B2B6B6,N.subflava
2310,#B2B6B6,N.subflava
2303,#B2B6B6,N.subflava
1534,#B2B6B6,N.subflava
88,#B2B6B6,N.subflava
820,#B2B6B6,N.subflava
1511,#B2B6B6,N.subflava
1488,#B2B6B6,N.subflava
129,#B2B6B6,N.subflava
2195,#B2B6B6,N.subflava
1442,#B2B6B6,N.subflava
1512,#B2B6B6,N.subflava
1505,#B2B6B6,N.subflava
179,#B2B6B6,N.subflava
2314,#B2B6B6,N.subflava
2203,#B2B6B6,N.subflava
1526,#B2B6B6,N.subflava
968,#B2B6B6,N.subflava
618,#B2B6B6,N.subflava
600,#B2B6B6,N.subflava
1540,#B2B6B6,N.subflava
1541,#B2B6B6,N.subflava
735,#B2B6B6,N.subflava
1515,#B2B6B6,N.subflava
2191,#B2B6B6,N.subflava
1533,#B2B6B6,N.subflava
1333,#B2B6B6,N.subflava
1497,#B2B6B6,N.subflava
2230,#B2B6B6,N.subflava
1889,#B2B6B6,N.subflava
1882,#B2B6B6,N.subflava
2206,#B2B6B6,N.subflava
1331,#B2B6B6,N.subflava
1898,#B2B6B6,N.subflava
612,#B2B6B6,N.subflava
613,#B2B6B6,N.subflava
614,#B2B6B6,N.subflava
1518,#B2B6B6,N.subflava
100,#B2B6B6,N.subflava
566,#B2B6B6,N.subflava
1536,#B2B6B6,N.subflava
1537,#B2B6B6,N.subflava
764,#B2B6B6,N.subflava
1894,#B2B6B6,N.subflava
1499,#B2B6B6,N.subflava
1445,#B2B6B6,N.subflava
1490,#B2B6B6,N.subflava
1509,#B2B6B6,N.subflava
1167,#B2B6B6,N.subflava
781,#B2B6B6,N.subflava
2196,#B2B6B6,N.subflava
1133,#B2B6B6,N.subflava
1504,#B2B6B6,N.subflava
821,#B2B6B6,N.subflava
2205,#B2B6B6,N.subflava
1506,#B2B6B6,N.subflava
2200,#B2B6B6,N.subflava
1650,#B2B6B6,N.subflava
2304,#B2B6B6,N.subflava
237,#B2B6B6,N.subflava
1502,#B2B6B6,N.subflava
869,#B2B6B6,N.subflava
2318,#B2B6B6,N.subflava
2306,#B2B6B6,N.subflava
1776,#B2B6B6,N.subflava
845,#B2B6B6,N.subflava
1501,#B2B6B6,N.subflava
80,#B2B6B6,N.subflava
1529,#B2B6B6,N.subflava
2202,#B2B6B6,N.subflava
1503,#B2B6B6,N.subflava
1521,#B2B6B6,N.subflava
1494,#B2B6B6,N.subflava
520,#B2B6B6,N.subflava
1524,#B2B6B6,N.subflava
